min_edge,kelly_fraction,limit_threshold,profit,roi,bets
0.08050361604460862,0.5971486386428205,472,42.91323425642926,0.042113085629469346,1019
0.08050361604460862,0.5971486386428205,472,42.91323425642926,0.042113085629469346,1019
0.09517592105893903,0.5880652580962251,438,39.966083324188844,0.04562338279016991,876
0.08717160455328858,0.5185032816152835,301,36.68509273056296,0.04997969036861438,734
0.07547231707567817,0.5191510067813572,220,29.633817979676827,0.050742839006295934,584
